iter	MultiClass
0	1.038277564
1	0.9812617936
2	0.9278681908
3	0.8883983873
4	0.8419045252
5	0.803924197
6	0.7605508442
7	0.7236388337
8	0.68766281
9	0.6544471534
10	0.6308849095
11	0.6072935176
12	0.5849928039
13	0.5643742131
14	0.5436880088
15	0.5206724825
16	0.5035564272
17	0.4877521236
18	0.470215825
19	0.452908255
20	0.4391985238
21	0.4244854534
22	0.4080752793
23	0.3950784817
24	0.382689464
25	0.3706113067
26	0.358989113
27	0.349153924
28	0.3386143047
29	0.3297869916
30	0.320637158
31	0.3115226772
32	0.3039034103
33	0.2942762287
34	0.2877966508
35	0.2812511355
36	0.2747664951
37	0.2677248755
38	0.2610910198
39	0.2538861415
40	0.2494113846
41	0.2448307988
42	0.2393369573
43	0.2338893964
44	0.2292408166
45	0.224440727
46	0.2191952263
47	0.2154063704
48	0.2112311451
49	0.2071994369
50	0.2033974853
51	0.1984221515
52	0.1954538879
53	0.1899687473
54	0.1867460161
55	0.183464227
56	0.1805671969
57	0.1771826093
58	0.1749742412
59	0.1722903414
60	0.1690712267
61	0.1660106288
62	0.163455495
63	0.1609019845
64	0.1579155199
65	0.1552678871
66	0.1529120008
67	0.1498244292
68	0.1476439683
69	0.1455576326
70	0.1429806214
71	0.1403247181
72	0.1388150637
73	0.1370495594
74	0.1350619416
75	0.1329681952
76	0.130659935
77	0.1286999606
78	0.1268007118
79	0.1255902598
80	0.123864531
81	0.1220145569
82	0.1196525482
83	0.1178904337
84	0.1167184265
85	0.1147505873
86	0.1129454952
87	0.111204231
88	0.1097914186
89	0.108720031
90	0.1071145294
91	0.1057479425
92	0.1045503131
93	0.1029670541
94	0.1094	0.091795	0.10095	0.09096	0.09869971475
97	0.09717133634
98	0.0954049353
99	0.09441775292
100	0.09337985678
101	0.09220491085
102	0.09142093414
103	0.09031410585
104	0.08926586857
105	0.08832480508
106	0.08712902868
107	0.08626196727
108	0.08489860281
109	0.08361555529
110	0.08240449121
111	0.08113233735
112	0.08021873944
113	0.07958591735
114	0.07878288564
115	0.0777790046
116	0.07707522102
117	0.07606848323
118	0.07517481893
119	0.07435634156
120	0.07348738504
121	0.07266813157
122	0.07176092583
123	0.07125179353
124	0.07014256711
125	0.06969532708
126	0.06892207553
127	0.06826584347
128	0.06747361359
129	0.066905182
130	0.06604770872
131	0.06547547675
132	0.06500136149
133	0.0644392757
134	0.06402866479
135	0.06338655437
136	0.06278823197
137	0.06212441573
138	0.06164387272
139	0.06131802962
140	0.06114636653
141	0.06063158515
142	0.06001775142
143	0.0596052171
144	0.05915759911
145	0.05876612375
146	0.05830290756
147	0.0578366564
148	0.05752988677
149	0.05696738472
150	0.05641912122
151	0.0557670582
152	0.05537563574
153	0.05498671926
154	0.05454934132
155	0.05405879636
156	0.05354367092
157	0.05324260028
158	0.05273481523
159	0.05232070981
160	0.05181276057
161	0.05131651806
162	0.05093265691
163	0.05070160122
164	0.05041884948
165	0.0500111083
166	0.04975172245
167	0.04948609382
168	0.04901620763
169	0.04865124037
170	0.0483817497
171	0.04799971266
172	0.04773004636
173	0.04729878701
174	0.0469241459
175	0.04663506687
176	0.04615582365
177	0.04582513861
178	0.04566706778
179	0.0454900951
180	0.04517151785
181	0.04485799335
182	0.04461428603
183	0.04430595925
184	0.04396817639
185	0.04359689212
186	0.04330351949
187	0.04300710608
188	0.04266816658
189	0.04250414108
190	0.04226761826
191	0.04207687587
192	0.04179374287
193	0.04151127407
194	0.04132138868
195	0.04109160818
196	0.04092662415
197	0.0197	0.03365000726
198	0.03339527935
199	0.03322154287
200	0.03297839282
201	0.03276819888
202	0.03258126257
203	0.03232014202
204	0.03208921488
205	0.03183922151
206	0.03162624801
207	0.03141270894
208	0.03118471346
209	0.03101673558
210	0.0308375959
211	0.03065522085
212	0.0305091125
213	0.03037012351
214	0.03015998944
215	0.02997728311
216	0.02977097754
217	0.0296292323
218	0.02942784956
219	0.02920469962
220	0.02909874014
221	0.02894193747
222	0.02871765271
223	0.0285944937
224	0.02849014678
225	0.0283739949
226	0.02824144251
227	0.02805917742
228	0.02781000581
229	0.02769756807
230	0.02749842644
231	0.027323038
232	0.02719107844
233	0.02701051921
234	0.02692576138
235	0.02673008488
236	0.02655241366
237	0.02643459738
238	0.02628735063
239	0.02617556425
240	0.02605241433
241	0.02584440831
242	0.02574198798
243	0.02562490546
244	0.02550764746
245	0.02538412072
246	0.02525925489
247	0.02515748866
248	0.02505649709
249	0.0249541933
250	0.02482526482
251	0.02469745791
252	0.02455662005
253	0.02446077262
254	0.02432158213
